title,company,experience,location,description,skills,posted
Capital Market Business Analyst,Exafluence Global Analytics,5-10 Yrs,"Bengaluru, Tirupati, Chennai","Bachelors degree in Finance, Business Administration, Economics, Information Systems, o...","Capital Market, Business Analysis, Mutual Funds, Derivative Market, Analysis, Derivatives",4 days ago
Business Analyst,Livspace,1-3 Yrs,Bengaluru,BE / B Tech / Degree in Math Strong problem solving ability is a must for this role Wor...,"Excel, SQL, Power Bi, Tableau, Python, Bi, Business analysis",3 weeks ago
Business Analyst - BPA,Yash Technologies,4-9 Yrs,Bengaluru,"Proven experience with Lean, Six Sigma, or other process improvement methodologies (cer...","Supply chain, Mining, Data analysis, Automation, Business transformation, Process improvement, Business process management, Continuous improvement",2 weeks ago
Junior Business Analyst,Apps For Bharat,2-4 Yrs,Bengaluru,". Our o ce is located in the green and leafy streets of HSR Layout, Bangalore, and is d...","Customer acquisition, Junior Business Analyst, Data analysis, Business Analyst, Process improvement, Strategic planning, Agile, Market research",3+ weeks ago
Zensar is Hiring For Business Analyst with P&C Insurance _ Night Shift,Zensar,6-11 Yrs,Bengaluru,Zensar is Hiring for Business Analyst Professionals_ Bangalore location_ Night Shift on...,"Property And Casualty Insurance, Business Analysis, C, Analysis, Insurance, C Insurance, P, Casualty",3 weeks ago
Business Analyst -FICO Blaze,Yes Bank,3-8 Yrs,"Bengaluru, Hyderabad, Pune","Role & responsibilities Preferred candidate profile Location: Yes Bank, Employment Typ...","Fico Blaze, Blaze Advisor, dhw, FICO BRE, Fico Blaze Technologies, Blaze, Business Rule Engine, Brms",3 weeks ago
Business Analysis-Education Job,Yash Technologies,5-12 Yrs,Bengaluru,"Bachelor in Engineering/ B E /B Tech, MBA or required equivalent and support presales t...","Data analysis, Automation, SAP, Business analysis, Analytical, PeopleSoft, Management, Black Belt",3+ weeks ago
FPDS - Business Analyst Treasury,ABB,5-10 Yrs,Bengaluru,"Experience in collaborating with cross-functional teams, including business process own...","sap s hana, central finance, system design, data flow, finance, sap fi, accounting, sql",3+ weeks ago
FPDS - Business Analyst P2P,ABB,5-10 Yrs,Bengaluru,"Experience in collaborating with cross-functional teams, including business process own...","system design, sap s hana, central finance, data flow, finance, erp, sap, data analytics",3+ weeks ago
FPDS - Business Analyst Tax,ABB,7-12 Yrs,Bengaluru,"Experience in collaborating with cross-functional teams, including business process own...","system design, sap s hana, central finance, data flow, finance, erp, sap, data analytics",3+ weeks ago
Business Analyst - Business Analysis -,Photon,5-7 Yrs,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai","Bachelor s degree in Business Administration, Information Technology, Computer Science,...","Data analysis, Change management, Business analysis, Analytical, Gap analysis, JIRA, Information technology, User acceptance testing",3+ weeks ago
Business Analyst,SLK Digital,2-4 Yrs,Bengaluru,MINIMUM EXPERIENCE REQUIRED,"business analysis, sales, bfsi, feasibility analysis, user acceptance testing, documentation, case studies, technology solutions",3+ weeks ago
Business Analyst,SLK Digital,5-10 Yrs,Bengaluru,MINIMUM EXPERIENCE REQUIRED . .,"business analysis, sales, bfsi, feasibility analysis, user acceptance testing, documentation, case studies, technology solutions",3+ weeks ago
Business Analyst,Photon,3-5 Yrs,Bengaluru,"Qualifications: . Education: Bachelor s degree in Business Administration, Finance, Com...","Computer science, Data analysis, Data management, Project management, Process improvement, Analytical, Market research, Project delivery",3+ weeks ago
"Associate, IT Business Systems Analysis (T)",Alcon Laboratories,2-5 Yrs,Bengaluru,"Proven experience in scripting languages like JAVA, Java script is a must . Proficient ...","Unix, Manager Quality Assurance, JSP, Consulting, PLSQL, Application development, Windows, Manager Quality Control",2 days ago
Business Analyst with Cloud and FinOps Knowledge,Motorola Solutions,3-6 Yrs,Bengaluru,"Basic Requirements . - Bachelors degree in Business Administration, Information Technol...","Procurement, Stakeholder Engagement, Data analysis, Business analysis, Process improvement, Billing, Resource management, Continuous improvement",3+ weeks ago
Business Analyst | Offshore,Photon,1-8 Yrs,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai",The Business Analyst will serve as a bridge between the business and technical teams...,"Data analysis, ERP, Manager Quality Assurance, Business analysis, Project management, Process improvement, Analytical, Risk management",3+ weeks ago
Manager Business Analyst - BPA,Yash Technologies,12-15 Yrs,Bengaluru,Certified Lean Six Sigma Black Belt or Master Black Belt preferred BPM certification hi...,"Supply chain, Mining, Business transformation, Process improvement, Business strategy, Continuous improvement, Operations, Analytics",2 weeks ago
Zensar is Hiring For Guidewire BC Business Analyst Immediate Joiners,Zensar,5-10 Yrs,"Hybrid - Bengaluru, Hyderabad, Pune",Mandate Skills: Guidewire with Billing center Business Analyst onlySkilled in Requireme...,"Billing Center, Guidewire, Business Analysis, Billing, Center, Bc, Hiring, Analysis",2 weeks ago
Business Analyst I Naukri.com,Info Edge,1-3 Yrs,Bengaluru,Required Educational Qualification: . Graduate/ Post Graduate . Desired Experience: . 1...,"python, data analysis, data analytics, data management, kpi, data mining, bi, business analysis",2 weeks ago
Business Analyst Business Analyst,Zensar,2-7 Yrs,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai",Zensar Technologies is looking for Business Analyst Business Analyst to join our dynami...,"Design engineering, Technology consulting, Business Analyst, Focus, Agile, Conceptualization, Management, Engineering",2 weeks ago
Business Analyst,Info Edge,1-3 Yrs,Bengaluru,"About BU: Naukri.com Naukri.com, online recruitment classifieds, is a significant playe...","Business Analyst, Excel, Power Bi, Business Analysis, Analysis, Bi",2 weeks ago
Lead Business Analyst,ThoughtWorks,4-8 Yrs,"Bengaluru, Gurugram, Coimbatore","You will establish the outcomes software must achieve, assess how it will be used, and ...","continuous development, continuous delivery, lean, agile, delivery methodologies, project management, side, gap analysis",2 weeks ago
Business Analyst- CxO's Office,More Retail,2-7 Yrs,"Bengaluru(Frazer Town), Mumbai (All Areas)(Andheri East)",This will be a Work From Office role only Education and Experience: . BTech with 3+ ye...,"SQL, Project Management, Power Bi, SQL Queries, Dashboards, Tableau, Python, Cxo",2 weeks ago
Business Analyst,NoBroker,1-4 Yrs,Bengaluru,Knowledge or exposure to AI / ML concepts and projects (hands-on experience preferred)....,"Advanced Excel, Python, Ai Algorithms, Artificial Intelligence, Machine Learning, SQL, Machine, Intelligence",2 weeks ago
Lead Business Analyst,ThoughtWorks,4-8 Yrs,"Bengaluru, Gurugram, Coimbatore","You are well versed with Agile, Lean and Continuous Delivery methodologies and love to ...","continuous development, continuous delivery, lean, agile, delivery methodologies, project management, side, gap analysis",3 weeks ago
Lead Business Analyst,ThoughtWorks,4-8 Yrs,"Bengaluru, Gurugram, Coimbatore","You will establish the outcomes software must achieve, assess how it will be used, and ...","continuous development, continuous delivery, lean, agile, delivery methodologies, project management, side, gap analysis",3 weeks ago
Business Process Analyst,Msi Services,1-4 Yrs,Bengaluru,Business Process Analyst is responsible for the end-to-end planning and delivery o...,"PMP, Change management, Data migration, MSI, project governance, Agile, JIRA, Stakeholder management",3+ weeks ago
Business Analyst,Photon,2-5 Yrs,Bengaluru,We are seeking a skilled Business Analyst with experience as a Product Owner to join o...,"Business administration, Automation, Business Analyst, Business analysis, Analytical, Agile, Scrum, Gap analysis",3+ weeks ago
Business Analyst,Photon,2-6 Yrs,Bengaluru,"Requirements: . Bachelors degree in Business Administration, Information Technology, or...","Automation, Business Analyst, UML, Business analysis, Project management, Analytical, Agile, Visio",3+ weeks ago
Business Analyst,Photon,10-12 Yrs,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai","Location: Pune, India Experience: 8+ years Responsibilities: ...","Business Analyst, Business analysis, Analytical, Banking, Agile, Business process mapping, UPS, Scrum",3+ weeks ago
Business Analyst,SLK Digital,2-4 Yrs,Bengaluru,MINIMUM EXPERIENCE REQUIRED,"business analysis, sales, bfsi, feasibility analysis, user acceptance testing, 38220, documentation, case studies",3+ weeks ago
Business Analyst,SLK Digital,5-10 Yrs,Bengaluru,MINIMUM EXPERIENCE REQUIRED . .,"business analysis, sales, bfsi, feasibility analysis, user acceptance testing, 38086, documentation, case studies",3+ weeks ago
Business Analyst -CEO's Office,more retail (MRPL),2-6 Yrs,"Bengaluru, Mumbai",More Retail Limited is looking for Business Analyst -CEO's Office to join our dynamic t...,"vendor management, project management, administration, documentation, business analysis, process improvement, budgeting, strategic planning",3+ weeks ago
Business Analyst - Chennai,Photon,1-8 Yrs,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai","Experience with Agile methodology, writing user stories, managing scrum calls, prioriti...","Business process, Process automation, Usage, Business Analyst, Business analysis, Agile, business rules, Scrum",3+ weeks ago
Business Intelligence Analyst,Msi Services,2-5 Yrs,Bengaluru,Flexible to work in shifts. Graduate/ Post graduate in any discipline with overall mor...,"MSI, Data management, Database design, Analytical, Business Intelligence Analyst, Business intelligence, Analytics, SQL",3+ weeks ago
RPA Business Analyst/ Scrum Master,Photon,6-11 Yrs,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai",". 6+ years of experience as a Business Analyst, with at least 2 years in RPA projects E...","Process automation, Automation, Business Analyst, Agile, business rules, Scrum, Visio, JIRA",3+ weeks ago
Business Analyst,Equiniti India,2-4 Yrs,"Bengaluru, Chennai","Relevant certification in business analysis (for example, BCS certification or LEAN Six...","Business process, Process design, Change management, Product engineering, UML, Business analysis, Agile, Application development",3+ weeks ago
Analyst/Senior Analyst,Center Study Science Technology Policy,0-2 Yrs,Bengaluru,She / he should be able to perform data analysis and visualisation with a strong unders...,"Unix, Data analysis, Statistical analysis, Linux, Senior Analyst, Analytical, Data processing, high performance computing",3+ weeks ago
Business Analyst,Photon,2-6 Yrs,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai",". Well versed with MS Excel, Jira, Mind Maps and SQLMinimum 12+ years of relevant Busin...","Business analysis, Trade finance, Analytical, Agile, Software development life cycle, Programming, Test cases, JIRA",3+ weeks ago
Business Analyst,Viacom India,1-4 Yrs,"Bengaluru, Mumbai, Pune, Bokaro, Gurugram, Surat","Evaluating business processes, anticipating requirements, uncovering areas for improv...","Business Analyst, Business analysis",3+ weeks ago
Sr. Analyst - Software Engineering - Quandl Associate,Nasdaq,0-3 Yrs,Bengaluru,Participate . in early stage of projects in defining the platform for the next generati...,"Unix, Selection process, Core Java, Linux, Manager Technology, Infrastructure, TCP/IP, Apache",3+ weeks ago
Senior Accounts Receivable Analyst,Booking Holdings,0-1 Yrs,Bengaluru,"Job Overview As a Senior Accounts Receivable Finance Specialist, yo...","accounts receivable, allocation, billing, collections, otc, operational support, accounts payable, tds",3 weeks ago
Senior Analyst - Corporate Accountant,Arena Investors,0-1 Yrs,Bengaluru,"Quaestor Advisors, LLC ( is an affiliated Special Servicer, which provides mid and bac...","Bank reconciliation, Accounting, Corporate, Back office, Manager Technology, Cash flow, Asset management, Corporate accounting",3+ weeks ago
Oracle CPQ Business Operations Analyst,Motorola Solutions,3-8 Yrs,Bengaluru,Demonstrated experience and understanding of ERP and CRM systemsExperience in process o...,"IT services, Product management, Supply chain, PLM, Process automation, ERP, Telecommunication, Oracle",3+ weeks ago
Business Operations Analyst,Motorola Solutions,3-8 Yrs,Bengaluru,Demonstrated experience and understanding of ERP and CRM systemsExperience in process o...,"IT services, Product management, Supply chain, PLM, Process automation, ERP, Telecommunication, Oracle",3+ weeks ago
Content Analyst / Sr . Content Analyst,Grihasoft,0-7 Yrs,Bengaluru,". Skillset Preferred Experience in Data Cleansing, Standardization and Enrichment of MR...","Content, SR, Content Analysis",3+ weeks ago
Senior Analyst,Oncofocus Solutions,0-2 Yrs,Bengaluru,. We are expanding our Competitive Intelligence team and are looking for someone who ha...,"Analytical skills, Analyst, Statistical analysis, clinical development, Healthcare, Competitive intelligence, Biology, MS Office",3+ weeks ago
